id_obj,id_kot,id_kec,id_kel,index_risk,index_population,index_infenv,scvi,scvi_cat,population_density,vulnerable_employment_population,population_growth,population
20,Jakarta Utara,Penjaringan,Kamal Muara,-1.96279346756365,8.717532457945724,-4.194999467647142,2.559739522734933,High,1218.10805303,0.0867686170212766,0.0359046893700359,19042
21,Jakarta Utara,Penjaringan,Kapuk Muara,-2.1045750407832164,1.6923523494477535,-6.499889038663265,-6.912111729998728,Very Low,5189.13453083,0.033757124068391056,-1.4725062055618662e-4,47531
22,Jakarta Utara,Penjaringan,Pejagalan,-0.8162436066906302,-0.8801791960556485,-2.555168151973278,-4.251590954719557,Low,23628.0030004,0.02166735222510033,-0.036510418961187716,87481
23,Jakarta Utara,Penjaringan,Pluit,3.7235035181692364,4.680448911331631,-4.788244063317646,3.6157083661832212,High,7940.88280793,0.04861722380299277,-0.0025507207464214397,59439
24,Jakarta Utara,Tanjung Priok,Tanjung Priok,-1.6799742118631826,-1.035940783833973,6.5946133478017135,3.878698352104558,High,10691.5810052,0.046077553550520005,-0.03832897689158243,41574
25,Jakarta Pusat,Gambir,Cideng,-1.762154212753384,-2.4207732757651517,0.594864643576573,-3.5880628449419625,Low,13493.6913373,0.017590676396906656,-0.055368106643066545,17078
26,Jakarta Pusat,Gambir,Gambir,-1.7787753292953088,-6.640360754011201,-1.2758627505158158,-9.694998833822325,Very Low,1107.64620897,0.015818234109864826,-0.04644808743169399,2792
27,Jakarta Pusat,Gambir,Petojo Utara,-1.3987500262739934,-2.2190550855098055,3.2077075380333935,-0.41009757375040534,Medium,17729.2392931,0.024618715872717002,-0.049283069034279745,20024
28,Jakarta Pusat,Gambir,Petojo Selatan,-1.9245073247696567,-4.406649932067741,1.0076065831004828,-5.323550673736915,Low,15033.7957571,0.024341386427097243,-0.050307837373121084,17122
29,Jakarta Pusat,Gambir,Kebon Kelapa,-0.6404297249898894,-4.294698459407892,0.7451482404042232,-4.189979943993558,Low,14190.0765565,0.03102528884220732,-0.06543778801843318,11154
30,Jakarta Pusat,Gambir,Duri Pulo,-1.9366946166906094,-1.6730203442340943,0.20043060069433327,-3.4092843602303704,Low,33036.9738249,0.03171074186754037,-0.054933961470514006,22468
31,Jakarta Pusat,Sawah Besar,Pasar Baru,-0.5430865220085931,-1.2709129670485102,-0.2143709774722539,-2.028370466529357,Low,7759.45231078,0.028327486928320867,-0.04780629139072848,13803
32,Jakarta Pusat,Sawah Besar,Gunung Sahari Utara,-1.9845705362476858,-0.907275993179242,-1.0320975732405748,-3.9239441026675026,Low,9213.70635405,0.0315955766192733,-0.03244390539721043,19146
33,Jakarta Pusat,Sawah Besar,Mangga Dua Selatan,0.384659860416972,-1.7833913693597732,2.5453988996822794,1.1466673907394782,High,24869.8823688,0.025828069863298046,-0.047983289694330855,32360
34,Jakarta Pusat,Kemayoran,Kemayoran,-2.231077011337719,0.765750168845418,4.182272246250212,2.7169454037579115,High,40873.3197236,0.038079947305586434,-0.03421704064521281,24189
35,Jakarta Pusat,Sawah Besar,Karang Anyar,-1.8667542580888352,2.473821904717931,5.390849626618293,5.997917273247388,Very High,60212.4665377,0.04173269941891178,-0.04611859066170152,29970
36,Jakarta Pusat,Sawah Besar,Kartini,-1.5799291142862826,3.4469496799564046,2.8508095926987878,4.71783015836891,Very High,48724.1082122,0.03676551044972098,-0.038252611585944916,25318
37,Jakarta Pusat,Kemayoran,Kebon Kosong,-3.366635960265339,0.9229655148752618,1.2494987909726851,-1.1941716544173917,Medium,38534.4810875,0.02354952046339379,-0.021922873745377706,37030
38,Jakarta Pusat,Kemayoran,Harapan Mulia,-3.613948482595662,2.274177839795367,3.892911304238824,2.5531406614385292,High,51291.5407111,0.05145481236119998,-0.038067454105592716,27038
39,Jakarta Pusat,Kemayoran,Serdang,-2.4636425115270844,-0.23156566266498457,2.8926792108088897,0.19747103661682086,Medium,43762.7347128,0.03192512901250765,-0.031094561169851324,35647
40,Jakarta Pusat,Kemayoran,Gunung Sahari Selatan,-1.9306431099951449,-4.5141183376204905,0.13734879827659674,-6.307412649339038,Very Low,13313.048933,0.018437944255374143,-0.05503355704697987,21824
41,Jakarta Pusat,Kemayoran,Cempaka Baru,-1.3462031144581474,0.4221544245133475,3.0879319209238423,2.1638832309790423,High,40395.6676603,0.032316264261077206,-0.032367761312582226,38983
42,Jakarta Pusat,Kemayoran,Sumur Batu,-2.7541376701862084,-0.44115469265909746,1.0158999623855527,-2.1793924004597534,Low,23832.3780977,0.02837782187113923,-0.03312607204116638,27057
43,Jakarta Pusat,Kemayoran,Utan Panjang,-3.3612634124813052,2.1551757408061083,4.262761076669876,3.056673404994679,High,64792.8218156,0.04514760368112824,-0.03924741504621376,35030
44,Jakarta Pusat,Senen,Senen,0.06919588131674292,-2.480546648241304,-0.07193975385450102,-2.4832905207790623,Low,9221.6051637,0.033272394881170016,-0.04322516720336884,7725
45,Jakarta Pusat,Senen,Kenari,-0.18974878841600445,-3.6414181747819647,0.24637305540167437,-3.5847939077962945,Low,12474.7706488,0.02225130890052356,-0.02339385474860335,11188
46,Jakarta Pusat,Senen,Paseban,-0.7360277298413065,-0.07669593247576323,1.5555786023818325,0.7428549400647628,Medium,33762.2832805,0.034849596478356566,-0.039146277980218636,27687
47,Jakarta Pusat,Senen,Kramat,-0.5079984531334492,2.2786113957205547,3.1939917458999507,4.964604688487056,Very High,46855.476882,0.05927591102697587,-0.04290485085187072,33818
48,Jakarta Pusat,Senen,Kwitang,-0.41055651317627623,2.1277251043824768,1.9019836525402074,3.6191522437464076,High,40672.0358154,0.045953173606942094,-0.038416390993490555,18022
49,Jakarta Pusat,Senen,Bungur,-1.5155489630818506,-1.6668068310950641,2.0709648068938553,-1.1113909872830594,Medium,33185.9707087,0.03483467138386175,-0.044343065693430654,20948
50,Jakarta Pusat,Cempaka Putih,Cempaka Putih Timur,-3.181090916238819,-1.8711733881155284,1.225384200621551,-3.826880103732796,Low,12537.4901347,0.030389572349150556,-0.039773526515684346,27305
51,Jakarta Utara,Tanjung Priok,Sunter Jaya,-1.0827654009515604,0.23941711173401597,2.7135794274717,1.8702311382541557,High,15220.6735842,0.03533563793627146,-0.02470532650320784,78441
52,Jakarta Utara,Tanjung Priok,Papanggo,-2.1671779431889107,1.637265549444352,1.8593527611115226,1.329440367366964,High,16436.970425,0.04750032804093951,-0.020538693786747178,49310
53,Jakarta Barat,Tambora,Duri Selatan,-2.356200073141493,2.2043170659083993,4.158449891769655,4.006566884536561,High,43644.6733504,0.03399954054674937,-0.029049500348594003,16712
54,Jakarta Barat,Kebon Jeruk,Kebon Jeruk,-2.3154164905595973,2.3713670433147094,0.6472824119269905,0.7032329646821026,Medium,18782.2846072,0.04211049566822894,-0.008838925598558312,69300
55,Jakarta Barat,Tambora,Roa Malaka,-2.2555750860449164,-1.311478256352516,3.310148594341043,-0.25690474805638974,Medium,6869.01595479,0.015314285714285714,-0.03708609271523179,3635
56,Jakarta Barat,Kebon Jeruk,Sukabumi Utara,-0.13883987884383714,0.7935634036264063,1.8044443976891253,2.4591679224716945,High,30623.7651964,0.0206894921025253,-0.024319652691240905,48544
57,Jakarta Utara,Tanjung Priok,Sungai Bambu,-0.6659540687590622,0.38961077271443256,-0.08780421159464957,-0.36414750763927917,Medium,15251.9396926,0.054232472633074284,-0.02738882493105941,36328
58,Jakarta Utara,Tanjung Priok,Kebon Bawang,-3.0016711542167878,-1.1827255570065125,2.962567704224289,-1.2218290069990112,Medium,34631.9477176,0.04052510497273122,-0.05494679003378912,59854
59,Jakarta Utara,Tanjung Priok,Sunter Agung,-2.0807897964185296,0.21077543256629572,-0.6197117413162245,-2.4897261051684585,Low,16347.0476711,0.033272151664839426,-0.02318761817420151,86275
60,Jakarta Utara,Tanjung Priok,Warakas,-4.030119467929606,2.6737584192319725,3.5183865123959457,2.162025463698312,High,50337.7766011,0.055133327139273436,-0.03735470235998591,54659
61,Jakarta Utara,Koja,Koja,-0.9887080533562431,-0.1669732416405343,3.9394346665319184,2.7837533715351412,High,13170.0903171,0.05586134868885313,-0.03888951970023845,33858
62,Jakarta Utara,Koja,Tugu Utara,0.8833116866393123,2.5101177616174852,4.708815850577398,8.102245298834195,Very High,36837.6405451,0.03766699653636813,-0.031197550464958042,85429
63,Jakarta Utara,Koja,Lagoa,-0.7774258808618526,6.437177908565177,3.548856934000538,9.208608961703863,Very High,46526.7261343,0.08023885053181563,-0.03154631894217816,74047
64,Jakarta Utara,Koja,Rawa Badak Utara,-1.5352739353527487,5.69622326716263,3.219183030959294,7.380132362769175,Very High,34432.6124689,0.0745724496893814,-0.018533239455813214,43213
65,Jakarta Utara,Koja,Tugu Selatan,-2.5274734754131325,3.5636807812105884,2.073607834133986,3.1098151399314418,High,27960.0912839,0.05042451609868529,-0.01385185043071197,51401
66,Jakarta Utara,Koja,Rawa Badak Selatan,-0.3210354993910546,4.276313059224549,1.8297936330385138,5.785071192872008,Very High,29760.3941156,0.05872241086587436,-0.016491075630860576,54331
67,Jakarta Utara,Cilincing,Cilincing,-5.175017113546499,5.110648251011618,0.8575785849880013,0.7932097224531205,Medium,8122.50042555,0.08216127742991454,-0.017354338584646162,58944
68,Jakarta Utara,Cilincing,Sukapura,-0.5895070498476221,0.26835132694847263,1.9762512384762085,1.655095515577059,High,11687.2151382,0.026680191187545145,-0.022446607583902368,67285
69,Jakarta Utara,Cilincing,Marunda,-2.7759991882648123,8.246767598729932,-2.441767437786735,3.0290009726783844,High,4979.97801386,0.10284784377542718,-0.002994975371896735,40280
70,Jakarta Utara,Cilincing,Semper Timur,-2.129711020988112,1.883585305657491,-1.0642559679352275,-1.3103816832658486,Medium,10416.6272899,0.04474428295054318,-0.017244319392931747,46105
71,Jakarta Utara,Cilincing,Rorotan,-5.921849369323727,4.81214685822445,-7.858293122555624,-8.967995633654901,Very Low,6008.76628021,0.05792333747593635,0.0041797283176593526,59582
72,Jakarta Utara,Cilincing,Kalibaru,-2.6662852534525934,2.244600855676728,6.5618413388151895,6.140156941039324,Very High,5645.37326981,NA,-0.02512197305402623,87119
73,Jakarta Utara,Cilincing,Semper Barat,-0.4469129252415196,2.445709737045809,1.0436926852230337,3.042489497027323,High,25873.4516355,0.050762183675001876,-0.025695376185268286,86414
74,Jakarta Utara,Pademangan,Pademangan Timur,-1.81670198659589,0.8121987914587557,-3.542021251532656,-4.546524446669791,Low,17314.2328251,0.03423704018310092,-0.019840848806366048,46190
75,Jakarta Utara,Pademangan,Pademangan Barat,2.545632456670599,3.6323392415340092,0.25503250925620535,6.433004207460813,Very High,59426.2804954,0.055306291672819384,-0.028808446455505277,90146
76,Jakarta Barat,Cengkareng,Cengkareng Barat,0.026557822109134155,1.5602999317885513,2.3903155603157464,3.977173314213432,High,21133.1989348,0.03851548634568042,-0.01621512381269392,82755
77,Jakarta Barat,Cengkareng,Duri Kosambi,-1.9596884439861628,1.8937614698330671,1.7662331320529965,1.7003061578999008,High,19368.4087191,0.03443780009277019,-0.013733194653106823,102410
78,Jakarta Utara,Pademangan,Ancol,3.5469683888782733,-1.069471862778514,-0.955678548364332,1.5218179777354273,High,3612.43293009,0.024567884025648173,-0.01033794615107796,30251
79,Jakarta Utara,Kelapa Gading,Kelapa Gading Timur,0.7739593357627118,1.283613306414913,0.1560584249577042,2.213631067135329,High,12730.9113136,0.012709385801648498,-0.012701332272817658,39721
80,Jakarta Utara,Kelapa Gading,Pegangsaan Dua,5.387391160690602,-0.3486803717004564,3.3941411524204588,8.432851941410604,Very High,10999.8739533,0.01751187821196548,-0.013967749261866908,60781
81,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,2.119880264321615,-1.1871316390741187,-7.85606668726078,-6.9233180620132835,Very Low,5982.47654069,0.019668979135812094,-0.009324737323488076,44409
82,Jakarta Barat,Cengkareng,Rawa Buaya,-4.2584219532615375e-4,0.6723575396574634,-3.022207672058887,-2.35027597459675,Low,21892.9461035,0.021095649921574835,-0.007533437998223131,81548
83,Jakarta Barat,Cengkareng,Kedaung Kali Angke,-2.1535337035430286,-0.9442695353838191,-4.19165994144171,-7.289463180368558,Very Low,13818.5277765,0.026382843189298226,-0.02361114426910497,40898
84,Jakarta Barat,Cengkareng,Kapuk,-2.712413286898964,1.6339710435511767,0.9656911893199629,-0.11275105402782426,Medium,32912.9127862,0.018126968694019165,-0.018154806291371735,171169
85,Jakarta Barat,Cengkareng,Cengkareng Timur,0.05789206374163469,1.9689988958644324,2.2760882436450816,4.302979203251149,High,22720.2490393,0.04431774902766397,-0.022740856695602676,103008
86,Jakarta Barat,Grogol Petamburan,Grogol,-1.8566194879479747,-0.9583511857024645,0.8505446592493127,-1.9644260144011265,Low,19449.1105487,0.02494802494802495,-0.03271353286268271,19456
87,Jakarta Barat,Grogol Petamburan,Tanjung Duren Utara,-1.762603871714733,-0.48162554413526293,-0.560402977213852,-2.804632393063848,Low,14585.5446725,0.022005736326772822,-0.036490914507000295,19407
88,Jakarta Barat,Grogol Petamburan,Tomang,-2.0317904813286956,-0.025943980066798045,1.7689478362863926,-0.28878662510910114,Medium,19253.2432114,0.0341847682313865,-0.02763365666591473,34484
89,Jakarta Barat,Grogol Petamburan,Jelambar,-0.3416747305392087,-1.1308096135406789,1.4251823902878602,-0.047301953792027396,Medium,21911.626668,0.01901483947412966,-0.0375114873708541,34562
90,Jakarta Barat,Grogol Petamburan,Tanjung Duren Selatan,-3.2739122334505155,-0.7185192776708178,2.7326414492005653,-1.2597900619207683,Medium,21825.1653337,0.01883286280956295,-0.033649613616355274,29637
91,Jakarta Barat,Grogol Petamburan,Jelambar Baru,-1.2544393734368267,-0.11207130651937913,1.2179121097986272,-0.1485985701575787,Medium,31747.3790772,0.01096991174412568,-0.029587573647562936,45294
92,Jakarta Barat,Grogol Petamburan,Wijaya Kusuma,-2.1526389012010436,0.20551281551251832,2.4149768460088508,0.46785076032032547,Medium,20180.49452,0.026395460967459802,-0.021924205480018184,47333
93,Jakarta Barat,Taman Sari,Taman Sari,-2.0948965245883286,0.6944412423608938,2.6584360280849375,1.2579807458575027,High,24122.1004028,0.025427029433038446,-0.03268395728200915,16485
94,Jakarta Barat,Taman Sari,Krukut,-1.729799376496394,1.9267888363357488,4.467408140308614,4.66439760014797,Very High,41546.3928991,0.03317781233799896,-0.027383925170355948,22980
95,Jakarta Barat,Taman Sari,Maphar,-1.827988335330565,-1.0608735847465303,2.976791194293707,0.08792927421661156,Medium,29816.0524339,0.00684161657625959,-0.036746894810080914,18690
96,Jakarta Barat,Taman Sari,Tangki,-2.1792105796626178,1.3056119901839551,2.0253134466548697,1.151714857176207,High,38843.9409254,0.03411263956572697,-0.0345386210471747,14899
97,Jakarta Barat,Taman Sari,Mangga Besar,-1.8320469248222424,-1.0180006556278571,3.1281520547520762,0.2781044743019767,Medium,15403.2757466,0.022268538832821413,-0.03690625355963094,8455
98,Jakarta Barat,Taman Sari,Glodok,-1.9248878249556474,1.4552554955178274,3.297567774281684,2.827935444843864,High,23257.3565836,0.023669284467713787,-0.027201632097925876,8583
99,Jakarta Barat,Taman Sari,Keagungan,-1.9222561876667634,3.4721955421125883,5.638188850167451,7.1881282046132755,Very High,58329.7781,0.03339826120005701,-0.018425301548105233,20670
100,Jakarta Barat,Taman Sari,Pinangsia,-1.7763989431258014,-3.5235474063114096,1.7265510917767866,-3.573395257660424,Low,12390.4887249,0.011043037591710159,-0.03380528157811009,12147
101,Jakarta Barat,Tambora,Tambora,-2.620003697197794,3.372737227081235,3.5182742908708327,4.271007820754274,High,41242.1018815,0.03622332467123396,-0.033836416747809156,11907
102,Jakarta Barat,Tambora,Kali Anyar,-2.046664693979125,1.9186479508475829,2.440914765103666,2.312898021972124,High,89314.800345,0.025761046376522923,-0.04618384591700592,27881
103,Jakarta Barat,Tambora,Tanah Sereal,-2.327460400183573,4.4161273532446845,3.9586958724129513,6.047362825474063,Very High,49092.6852566,0.053433879215483204,-0.03211255165452194,30683
104,Jakarta Barat,Tambora,Kerendang,-2.743106122158432,3.0567041609913588,4.966435247458408,5.280033286291335,Very High,71815.9617744,0.02994643384368805,-0.030763633423616446,23976
105,Jakarta Barat,Tambora,Duri Utara,-2.5590608887921324,1.2510713564085683,3.601147787232637,2.2931582548490725,High,60933.2287067,0.04051358763400648,-0.056833389093342256,22553
106,Jakarta Barat,Tambora,Jembatan Besi,-2.1809682355621365,2.6762248703735305,5.117479513278805,5.612736148090199,Very High,67622.2410638,0.034156220920685314,-0.02810066893299704,35451
107,Jakarta Barat,Tambora,Angke,-2.2973202205438854,0.29713328086900814,2.2505024329385988,0.2503154932637215,Medium,42325.4138126,0.03144438737659077,-0.040411796490629356,33742
108,Jakarta Barat,Tambora,Jembatan Lima,-2.9887254408531962,2.0029733454172653,4.020358224017928,3.0346061285819967,High,51722.9469719,0.041580290224844524,-0.037844217151848936,24458
109,Jakarta Barat,Tambora,Pekojan,-2.892021630078128,1.8209031325204892,4.505507800390783,3.434389302833144,High,34708.6687364,0.044029038112522685,-0.030903101052782354,27063
110,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,1.945747464929871,-0.82941734537167,1.4267608791509252,2.5430909987091264,High,27796.2212906,0.01808053401205369,-0.03003084361453818,46543
111,Jakarta Barat,Kebon Jeruk,Kelapa Dua,-1.6225429645512734,-0.3781119296925677,-0.06868901206926548,-2.0693439063131067,Low,20882.7133471,0.02460280734227981,-0.020149625935162094,29469
112,Jakarta Selatan,Mampang Prapatan,Tegal Parang,2.7129276120663586,-0.3952085272089425,2.5806353856014614,4.8983544704588775,Very High,37984.0410805,0.017961151897705415,-0.018363362250067967,39718
113,Jakarta Selatan,Mampang Prapatan,Kuningan Barat,-2.714833758510931,-4.829934936141473,-0.6340755330135538,-8.178844227665959,Very Low,15282.890122,0.02119330453563715,-0.05610728066291353,14922
114,Jakarta Selatan,Pasar Minggu,Cilandak Timur,4.43241608033216,-6.298319584080435,-3.3329901935690778,-5.198893697317352,Low,8009.75742777,0.025687879959236742,-0.043232961506222196,29677
115,Jakarta Selatan,Pasar Minggu,Ragunan,2.396642803481863,-3.511382167531491,-1.6684262566492722,-2.7831656206989,Low,10019.9013855,0.01449010793418981,-0.03338992642897567,47824
116,Jakarta Selatan,Pasar Minggu,Pejaten Timur,9.956305351623985,-0.142576583104946,-2.20310610074516,7.61062266777388,Very High,24691.3790117,0.031748956030459345,-0.026192038495188103,71236
